content,anger,fear,joy,sadness,surprise
"You're gonna do more than just vanish in Crisis, aren't you?",0,0,0,0,1
"I don't know how to tell them.",0,0,0,1,0
"Try with me by your side.",0,0,1,0,0
"Barry, keeping this secret all day hasn't felt right.",0,0,0,1,0
"Let's tell them together.",0,0,1,0,0
"Barry and I didn't share everything that we learned about Crisis, and... you guys deserve to know the truth.",0,0,0,1,0
"The Monitor didn't just warn us that Crisis was coming early.",0,1,0,0,0
"There was something else that he said had to happen.",0,0,0,0,0
"When I projected my mind forward,",0,0,0,0,0
"I saw billions of possible futures.",0,0,0,0,0
"The only timeline where everyone survives... was the one where I died.",0,1,0,1,0
"I have to die in Crisis.",0,1,0,1,0
"None of you can try and save me.",0,1,0,1,0
