content,anger,fear,joy,sadness,surprise
She picked the guest list.,0,0,1,0,0
I'm in a hurry. Let me borrow them.,0,0,0,0,0
I don't think that's a good idea.,0,0,0,1,0
"Come, let's eat.",0,0,0,0,0
Like Blackbriar.,0,0,0,0,0
You sent me an angel.,0,0,1,0,0
Our worry is uncalled for.,0,0,0,1,0
Mascara is the key.,0,0,0,0,0
I'll have luck and health.,0,0,1,0,0
But I have to believe him.,0,0,0,0,0
We can change it again.,0,0,1,0,0
JJ...please.,0,1,0,0,0
Is that a Virginia accent I hear?,0,0,0,0,1
I could have made Ruby leave him.,1,0,0,0,0
"Allegra, wait.",0,1,0,0,0
"You're supposed to be following my lead, not--",1,0,0,0,0
Or maybe you'll forget everything.,0,0,0,0,0
Hairstylists are cool.,0,0,1,0,0
What...the hell happened back there?,0,0,0,0,1
"No, they won't.",0,0,0,0,0
I don't care.,1,0,0,0,0
I've been waiting in this dump for you to get back to me about a seat opening in first class.,0,0,1,0,0
Got him.,0,0,1,0,0
You can understand that.,0,0,0,0,0
Move!,1,0,0,0,0
Probably the same place she did.,0,0,0,0,0
I better go then.,0,0,0,0,0
What happened to this guy?,0,0,0,0,0
"Your grief, your anger, your guilt over the failure,",1,0,0,1,0
What do you remember?,0,0,0,0,1
"All Hong Kong cooking shows are like this: ""I made this because we're pressed for time.""",0,0,0,0,0
Come on. Don't take that.,1,0,0,0,0
Thank you.,0,0,1,0,0
"I remember my ex just left me, and you made me watch the World Cup with you.",0,0,0,0,0
 - Why?,0,0,0,0,1
They're--they're good people.,0,0,1,0,0
Let's go back inside. - Come on. - OK.,0,0,1,0,0
"No, it's gonna make him angry, and I'm pretty sure if we give it to him, he'll overdose.",0,1,0,0,0
No sign of Dr. Wong.,0,0,0,0,0
So he's bringing us order?,1,0,0,0,0
What about the apartment?,0,0,0,0,0
"When I arrested that fugitive in 1995,",0,0,0,1,0
Me? Why don't you eat out?,0,0,0,0,1
Ferguson got away.,0,0,0,1,0
I thought you were with the Crescent Order.,0,0,0,0,1
"My wife is having a baby, my baby.",0,0,1,0,0
"Xiaole, don't be late next morning.",1,0,0,0,0
Damn. I'm tired.,1,0,0,0,0
"Yeah, can't push 'em too much further.",0,0,0,0,0
"Broad-shouldered, Adonis-looking cat.",0,0,0,0,0
Don't hurt me.,0,1,0,0,0
Not exactly.,0,0,0,1,0
The Deathstroke gang has really upped their game.,0,1,0,0,0
How will all this help?,0,0,0,0,1
"I thought you were some bandit about to rob me. ""Bandit""?",0,1,0,0,0
"Miss Li, I must go home.",0,0,0,0,0
And you will never see her again.,0,0,0,1,0
It was trying to help him.,0,0,0,0,0
You were with...,0,0,0,0,0
Access code only.,0,0,0,0,0
I don't think I can do it.,0,0,0,1,0
I think that's never gonna happen.,0,0,0,0,0
"Ramsey, hey, um...",0,0,0,0,0
Sounds like you've been to hell and back.,0,1,0,0,1
I'm fine. I can still manage... without men or money.,0,0,1,0,0
"I'm pretty sure that God put this here for a reason... to help me, help you... - Put it down. - Look, we both know that this broomstick ain't cutting it.",0,0,0,0,0
I'm not wasting any more working for a liar.,1,0,0,1,0
Guiping has gone to Tianjin.,0,0,0,0,0
"No, that's too risky. We'll try something more conventional.",0,1,0,0,0
"Like I said, I think we're done here.",0,0,0,0,0
You know I'm not good with words.,0,0,0,1,0
We still have seven weeks to make sure none of this happens.,0,1,0,1,0
That's so sweet.,0,0,1,0,0
You're bleeding.,0,1,0,0,0
I don't have one. That's why I'm alone.,0,0,0,0,0
It takes courage to fight death.,0,1,0,1,0
I just never thought anything would actually happen to him.,0,1,0,1,0
Does she know about the Multiverse?,0,0,0,0,1
"I spent five years locked up there, and it taught me how to tell the difference between a snitch and a liar.",0,0,0,1,0
It could've wiped out one of our communities.,1,0,0,0,0
"Actually, you know, I was hoping that you would help me with the new filing system.",0,0,0,0,0
Wait. How much did you put in? 3 spoonfuls.,0,0,0,0,1
I don't like this.,1,0,0,0,0
I'm open to love. I'm just picky.,0,0,1,0,0
You would've done the same for me.,0,0,1,0,0
I don't.,1,0,0,0,0
I'm fine.,0,0,1,0,0
"Today, we're all gathered here, because the handsome and charming Zhu Tian from our precinct will kiss his bachelor days goodbye.",0,0,1,0,0
"Okay, listen, I tased you once before, and I'm happy to do it again, so just...",0,0,1,0,0
My cure will work.,0,0,1,0,0
"Oh, fuck.",1,0,0,0,1
"It usually starts off rocky, especially between you and me, but eventually, we bond, and you learn to embrace that sensitive side.",0,0,0,1,0
I was surprised when I got your call.,0,0,0,0,1
"No, no, no. We can resolve this by you coming with us.",0,0,1,0,0
"So we figure out where JJ's gonna sell, take him out.",0,0,0,0,0
What the hell is wrong with you?,1,0,0,0,0
We don't have much time. They're waking them up. - Waking who up? - Cicadas.,0,1,0,0,0
He just got back. Let him get his bearings.,0,0,1,0,0
We haven't found enough body parts to determine which crew did all this.,0,0,0,1,0
Is it really that important?,0,0,0,0,1
Or it is a Langley twang?,0,0,0,0,1
Zhendong has cerebrovascular dementia.,0,0,0,0,0
That was pretty much it.,0,0,0,0,0
"Man, I wanted a better life for Samantha.",0,0,1,0,0
What the hell happened at the bar?,1,0,0,0,0
Get up.,1,0,0,0,0
You're not working today. Why are you here?,0,0,0,0,1
It's not about responsibility.,1,0,0,0,0
Whisperers. - Three of them. - Walkies on.,0,0,0,0,0
She's a journalist. - Used to be. - Tara Coleman.,0,0,0,0,0
"Yeah, I'll give them everything I can remember.",0,0,1,0,0
Why cripple the system when you can rip its heart out?,0,0,0,0,1
Jesus.,0,0,1,0,0
"Joe thinks there's a meta-killer that might be involved, so if anybody asks, you're my meta-human consultant.",0,0,0,0,0
"You and I... we have been enemies since the very beginning, but there's something coming.",0,0,0,0,0
"I was lying to you, but I can't tell you the truth about Harrison Wells, not yet.",0,0,0,1,0
What's your take?,0,0,0,0,1
"Is it hard looking after them both? ""They're both trying very hard. We're OK.""",0,0,1,0,0
My favorite part of that story is when you didn't listen and I got grounded.,0,0,1,0,0
"They are alive and nearby, but now you know that if we fail to stop the coming crisis, what you witnessed will occur on infinite earths across the expanse of time.",0,1,0,0,0
You must remember me. Don't abandon me.,1,0,0,0,0
My thoughts... they weren't my own.,0,1,0,0,0
"And, Mom, by keeping that pain away... we're also closing ourselves off from the joy that love can bring.",0,0,0,1,0
I think we busted up a deal.,0,0,1,0,0
"Well, it must've been incredibly hard to tell them.",0,0,0,1,0
Daryl! Help!,0,1,0,0,0
"Analysis of Subject 1-A, Mitch Romero's blood, reveals that dark matter infused with healthy blood cells to create an even stronger biological substance.",0,0,1,0,0
You're drunk again?,0,0,0,0,1
I can't guarantee I can hold it.,0,1,0,0,0
That's what everyone needs.,0,0,0,0,0
I'm hungry. Can you serve me lunch first?,0,1,0,0,0
You can't do this.,1,0,0,0,0
"Wait, what happened?",0,0,0,0,1
"Last night, 10:00 p.M., the Avenue M pawn shop was robbed at gunpoint.",1,0,0,1,0
What will happen?,0,0,0,0,1
How did he do that?,0,0,0,0,1
You have to stop being such a crappy teacher.,1,0,0,1,0
"Miss Li, are you all right?",0,0,0,0,1
Out assaulting another suspect without cause?,0,0,0,0,1
"What is it, Miss Li?",0,0,0,0,1
I'm just so grateful you would see me.,0,0,1,0,0
Until he did.,0,0,0,0,0
How did I fail? Your dwarf star particles are right there.,0,1,0,0,0
Yeah.,0,0,0,1,0
And you believe him?,0,0,0,0,1
I was fired.,0,0,0,1,0
"It was a nice speech, but once again, you have managed to make everything about you.",0,0,1,0,0
No.,0,0,0,0,0
You were never after the money.,0,0,0,0,0
And we are friends of the Council of Wells.,0,0,1,0,0
Triad must have taken him deep underground.,0,0,0,0,0
"You know, this is great work, but I will take it from here, okay?",0,0,1,0,0
Do not fail me again.,1,0,0,0,0
I trust he will be good to her. Look.,0,0,0,0,0
"Not a single charge, Miss Perfect Hemline.",0,0,0,1,0
"All of those people that you saw die, they weren't real to you.",0,0,0,0,0
That should weaken him enough for you to make an arrest.,0,0,0,0,0
"Good to see you, Ralphy boy.",0,0,1,0,0
Can you see me?,0,0,0,0,0
Here we go.,0,0,0,0,0
"Guiping and I were on beat every day, 3 hours a day, and finished by 16:30.",0,0,0,0,0
"If I do it, it will be me romancing him.",0,0,1,0,0
I said we're good.,0,0,1,0,0
Edwards is looking into Kwon's allegations.,0,0,0,0,0
We could just not go. - That's a bad idea. - We're already under attack.,1,1,0,0,0
I must be off.,0,0,0,1,0
"The shop owner ID'd your mom as the perp, so we had to hold her.",0,0,0,1,0
He claims you sacrificed yourself for him.,0,0,0,1,0
Maybe she'll find a job.,0,0,1,0,0
"We're poor and my daughter is a mute, but...",0,0,0,1,0
Promise?,0,0,0,0,1
What--what part-- particles of what?,0,0,0,0,1
"Please, let me help.",0,0,1,0,0
"Somehow, she knew everything about me.",0,1,0,0,0
"As an honest cop, even when I'm not in uniform,",0,0,0,1,0
It's the most secure facility in West Berlin.,0,0,1,0,0
"The virus is, too.",0,0,0,0,0
Oh. You call that a real name?,0,0,0,0,1
"Xiaowan said being with the one you love, there's nothing to be afraid of.",0,0,1,0,0
"Salute. ""I'm like a pathetic joke"" ""holding onto thin air."" ""Perhaps I should have given up,"" ""given up meaningless courage."" ""I should not hope for anything."" ""I should not believe in miracles,"" ""but go on living without any expectations."" ""Nothing can be resolved."" ""Why talk about the future? "" ""I can't let go"" ""my love for you."" ""The silent guitar"" ""is answering me quietly."" ""I talk to myself"" ""when it's raining in my heart.""",0,0,0,1,0
I'll wait outside.,0,0,0,0,0
"Look, Cecile, yes, my mom has an eventful past, but...",0,0,0,0,0
Uh...I'd rather do this.,0,0,0,0,0
Come on!,0,0,0,0,0
It's all right. You can call me.,0,0,0,0,0
Hong kong version of the secret police.,0,0,0,0,0
Kohler thinks I've been turned.,0,0,0,1,0
"No, no, no.",1,0,0,0,0
"You'll soon be the team leader too, you'll...",0,0,1,0,0
"You two had become so close, and...",0,0,1,0,0
You need to lock up?,0,0,0,0,1
My stomach is about to bleed.,0,1,0,0,0
Here.,0,0,0,0,0
"We see the wall coming down as an opportunity,",0,0,1,0,0
"Hopefully, it'll lead us to our killer.",0,0,1,0,0
"Facing the sun, right?",0,0,0,0,1
Dad held me responsible.,0,0,0,0,0
I slaved on my job... for over 1 0 years.,0,0,0,1,0
You need to find a place that just treats you like an actual human being.,1,0,0,0,0
"Talk some sense into him, Ferguson.",1,0,0,0,0
"Babe, do you know how many people you could help in this city?",0,0,1,0,0
And we can fix this...together.,0,0,1,0,0
"Reminding you what you are doing here, which does not include interfering in the events of this earth. - The city's under attack. - By who?",0,1,0,0,0
He found himself a wife.,0,0,0,0,0
"I've seen that blind faith in you before, as well, with Amanda Waller.",0,0,0,0,0
My Mom is a bitch when she wants money.,0,0,0,1,0
You're late. I thought perhaps you changed your mind.,0,0,0,0,1
"Your dad was Bronze Tiger, and you turned out ok.",0,0,1,0,0
You crossed into her land.,0,0,0,0,0
What happened? Where's your brother?,0,1,0,0,0
Who are you?,0,0,0,0,1
I'm just... I'm tired.,0,0,0,1,0
"Fact is, you really did it.",0,0,1,0,0
People I love.,0,0,1,0,0
"Look, Mr. Allen, my HLH research is very important.",1,0,0,0,0
And so hurt.,0,1,0,1,0
We're going to have a baby then.,0,0,1,0,0
Shut up.,1,0,0,0,0
It's a little bit of a gambling front.,0,0,0,1,0
" - Now, that is not your concern.",0,0,0,0,0
You didn't have to do this.,0,0,0,1,0
How many of them are alive?,0,0,0,0,1
I'm here. I care.,1,0,0,1,0
I won't marry her off casually.,0,0,0,1,0
My sister. Don't mind her.,0,0,1,0,0
"Cleaning from the... 14th to the 16th, worship ceremony on the 17th, and we're open for business on the 18th.",0,0,0,0,0
Harbinger sends her regards.,0,0,0,0,0
I'll always be your Ralphy.,0,0,1,0,0
It is starting again. - What's starting again? - Treadstone.,0,0,0,0,1
They were like family to me.,0,0,1,0,0
"As soon as I mentioned Dr. Wong's name, he stopped talking. - He seemed afraid. - I think we know why.",0,0,0,0,0
What?,0,0,0,0,1
I figured it was a better approach than the awkward silence that happens when two guys don't know what the hell is really going on.,0,0,0,1,0
"In order to let my baby... grow up healthily,",0,0,1,0,0
Do I look like I want to hold hands?,0,0,0,0,1
With Marv Perez.,0,0,0,0,0
"One truth kept my people going... if you don't protect what belongs to you, then sooner or later, it belongs to someone else.",1,0,0,0,0
"Someone far, far more powerful than myself.",0,1,0,0,0
"Ralphy, let me explain.",0,1,0,0,0
You let your anger get the better of you,0,0,0,1,0
"There's a creature out there with a metastasized blood chemistry with the strength of ten men, and he's getting stronger by the minute.",0,0,0,0,1
You're just naive.,1,0,0,1,0
"Miss Li, your wiring is illegal.",0,1,0,0,0
Must be tough for you.,0,0,0,1,0
Not.,1,0,0,0,0
You have a 5-star home. I have no star.,0,0,0,1,0
Neither one of us have been open to love since Dad left.,0,0,0,1,0
They've amassed more territory and power than ever before.,0,1,0,0,0
Hold me... I'm scared.,0,1,0,0,0
There's no other choice.,0,0,0,0,0
There's more coming!,1,1,0,0,0
You know you always have a place here with us.,0,0,0,0,0
I'm gonna go see this Crisis for myself.,0,0,0,1,0
"Hi, I'm here about the internship.",0,0,1,0,0
Did you just trip me?,1,0,0,0,0
I'm marking my calendar with the days I have left to live.,0,1,0,1,0
I'll be right back.,0,0,0,0,0
"No, no more pills, Sam. I can manage.",1,0,0,0,0
It's all right. Take it easy.,0,0,1,0,0
I know.,0,0,0,0,0
Okay.,0,0,0,0,0
"John, you were missing for nine months.",1,0,0,1,0
I want dumplings tonight.,0,0,1,0,0
Don't wait here anymore.,1,0,0,0,0
Probably damaged on our jump through the portal.,0,1,0,1,0
How far back does this go?,0,0,0,0,1
I must make sure she's happy.,0,0,0,0,0
"Employed hypnosis, uh, drugs, electrical stimulation in certain areas of the brain.",1,0,0,0,0
Let me carry that.,0,0,1,0,0
He was almost run over by a car.,0,0,0,1,0
Taking me back?,0,0,1,0,1
"I was so worried that you would think it was my fault, or worse, yours.",0,1,0,1,0
What's the problem?,0,0,0,0,1
Hm. They're from the same person.,0,0,0,0,0
Agency protocol.,0,0,0,0,0
"Yeah, let's focus on that.",0,0,1,0,0
What do you mean by little lamb?,0,0,0,0,1
What? What is it?,0,1,0,0,1
Thanks for coming out with me.,0,0,1,0,0
"Now, I'm gonna ask you one more‐‐",0,0,0,0,1
I did have a small amount of dark matter here. - Where'd you get it from? - From an old colleague.,0,0,0,0,1
Happy birthday.,0,0,1,0,0
You summoned me here to watch how you brilliantly ravage the dumplings?,0,0,0,0,0
Your wiring is against regulations.,0,0,0,1,0
Miss Li. Are you all right?,0,0,0,1,0
"Now, I want to know everything Kwon told you about Treadstone.",0,0,0,0,1
Let's drink this.,0,0,1,0,0
Just 20 more minutes.,0,0,0,0,0
People are getting impatient.,1,0,0,0,0
Crap.,1,0,0,0,0
I know because I'm the same way... which is why I made you something.,0,0,0,0,0
"Because if I'm wrong-- if I'm wrong, then all of this is for nothing.",0,0,0,1,0
Try with me by your side.,0,0,1,0,0
Brace yourself.,0,0,1,0,0
How much is the rent?,0,0,0,0,0
Treadstone used someone named Martin Wells.,0,0,0,0,0
None of this would have happened.,1,0,0,0,0
"I finally have the chance to live a life, and now this stupid Crisis is gonna take it all away?",1,0,0,1,0
A stewed skunk?,0,0,0,0,1
You will be fine... just too much alcohol.,0,0,0,1,0
I don't know what happened before.,0,0,0,0,0
"Guys, I really hate to interrupt this,",1,0,0,0,0
"You're not talking me out of this. - I know. - Trust me, Tatsu.",0,0,0,0,0
"You know, I don't understand you, Barry.",0,0,0,1,0
We all are.,0,0,0,1,0
It's okay.,0,0,0,0,0
I'm gonna walk out of here... and I'm gonna prove that I'm telling the truth.,0,0,0,1,0
I know it's not fair.,0,0,0,1,0
That is some serious denial.,0,0,0,0,0
"Barry and I didn't share everything that we learned about Crisis, and... you guys deserve to know the truth.",0,0,0,1,0
"Hey, what did they tell my mother?",0,0,0,0,1
You're up early.,0,0,0,0,1
I've been puttin' my neck on a block for you people all goddamn day!,1,0,0,0,0
How about you and me leave together?,0,0,0,0,0
Where have you been?,0,0,0,0,0
So why don't you fight for yourself?,1,0,0,0,1
"I'll be right outside, pal.",0,0,1,0,0
"I am marking a calendar every day until I die, waiting to fall off a cliff, powerless to grab onto anything or anyone.",0,1,0,1,0
"And, you, next time I see your brother, don't get in my way.",1,0,0,0,0
"He calls out Treadstone on an open wire, and 24 hours later, he's gone?",0,0,0,0,1
He won't forget.,0,0,1,0,0
He's no longer the Zhendong you know.,1,0,0,0,0
Hey. You think JJ turned out this way because of you?,0,0,0,0,1
"Wait, wait, wait, hang on, hang on, hang on, Mom.",0,1,0,0,0
"Love, happiness, the whole kit and caboodle.",0,0,1,0,0
"I didn't want to go behind your back, but you refused to help me.",1,0,0,1,0
Where's Peiru?,0,0,0,0,1
Treadstone.,0,0,0,0,0
Here's the kids' room. Get a feel for it. - Not bad. - Think about it.,0,0,0,0,0
I was drunk?,0,0,0,0,1
You got lucky.,0,0,1,0,0
"If you leave him after you see him, you shouldn't see him at all.",1,0,0,0,0
You have to be punished.,1,0,0,0,0
Don't cry.,0,0,0,1,0
I love you.,0,0,1,0,0
No. You're making... your boyfriend dumplings?,0,0,0,0,1
It stole your humanity.,1,0,0,0,0
Maseo had every intention of actually giving the virus to China White. - I don't. - It's too risky.,1,0,0,0,0
"Well, I don't like talking about it unless I have to, so...",1,0,0,1,0
I can't go on without you.,0,0,0,1,0
There will be no bloodshed this time.,0,0,1,0,0
I'll remember how nice Zhendong is to me.,0,0,1,0,0
That's three times.,0,0,0,0,0
One must own up to one's mistakes.,1,0,0,0,0
You don't want any?,0,0,0,0,1
Yeah! Yeah!,0,0,1,0,0
Even the shoes suck when you're out of luck,0,0,0,1,0
How you holding up?,0,0,0,0,1
"Yes, but the one Kwon was referring to... is called Cicada.",0,0,0,0,0
"Look, I have seven weeks to teach you how to handle this kind of situation.",0,0,0,0,0
"Good on you, puttin' the ol' stump to use.",0,0,1,0,0
Tonight someone has to strip.,0,0,1,0,0
Only you call me Fang Zhendong.,0,0,0,0,0
"So be honest with me, or I'm out of here.",1,0,0,0,0
You're missing out on all the fun.,0,0,0,1,0
"Miss Li, what you want from me is beyond my call of duty, understand?",1,0,0,0,0
The headaches.,0,0,0,1,0
Are you all right?,0,0,0,0,1
"By my estimation, we'll be fighting into the night again.",0,1,0,0,0
What do we do then?,0,0,0,0,0
"No breaks, just bruising.",0,0,0,1,0
First class?,0,0,0,0,1
What happened?,0,0,0,0,1
"I missed you, buddy.",0,0,0,1,0
"We might not got the green. We can earn it. - Right. - Uh, excuse me, down here.",0,0,1,0,0
"Frost, what are you doing?",0,0,0,0,1
"All I'm saying is JJ could have killed you, and he didn't.",0,0,0,0,0
Keep up the not-so-legal work.,0,0,0,0,0
Do you know what it's like to lose an entire universe?,0,0,0,1,0
You didn't tell her you were coming home.,0,0,0,0,0
I let you do that. Now hold still.,0,0,1,0,0
Help yourselves.,0,0,1,0,0
Still can't believe that you decided to become a vigilante.,0,0,0,0,1
"Yes, you did. Tears rolled down your face.",0,0,0,1,0
"You wanna go back, don't you?",0,0,0,0,1
The Monitor is our best chance at preventing it from happening again.,0,0,0,0,0
Whoa? Is that an interdimensional extrapolator?,0,0,0,0,1
I want you to go find that.,0,0,0,0,0
"She, uh... died hating you.",0,0,0,0,0
What should I do?,0,0,0,0,1
"Now, if someone's waking up these assets, he might know how it could be done.",0,0,0,0,0
Now I have to do this all alone.,0,0,0,0,0
What now?,0,0,0,0,1
Don't bother.,0,0,1,0,0
OK?,0,0,0,0,1
I can do better than that.,0,0,1,0,0
I'll buy it. No problem.,0,0,0,0,0
Did you find anything helpful from the sample?,0,0,0,0,1
"Nah, just thinking 'bout my dad.",1,0,0,0,0
"He sees this girl up on the side of the road, looks like she's crying.",0,0,0,0,0
I don't think he has.,0,0,0,0,0
We both like A-Mei then.,0,0,0,0,0
It was bigger than we thought.,0,0,0,0,1
He was a specialist in behavioral modification.,0,0,0,0,0
"Not really in the mood for a trip down memory lane, Con.",1,0,0,0,0
"Yes. Worthless piece of junk, my ass.",1,0,0,0,0
What did you do?,0,0,0,0,1
They always wanted more than I could give.,0,0,0,1,0
Will you forget I owe you $300K?,0,0,0,0,1
There's three coming in.,0,0,0,0,0
I turn it in at 5:30. It cannot be.,0,0,0,0,0
I'm almost at the sublevel.,0,0,0,0,0
"Frost, Romero's heading to the pipeline.",0,0,0,0,0
You've been waiting for me?,0,0,0,0,1
"I'm here all by my lonesome, you must come over and save me.",0,0,0,1,0
Just live with it.,0,0,0,0,0
You're lying. Fix it! Fix it!,1,0,0,0,0
"When I was in Afghanistan, my unit got sent out on patrol on a day I drew base duty.",0,0,0,0,0
Is that why? Go ahead.,0,0,0,0,1
Help!,0,1,0,0,0
"I am on it, boss.",0,0,0,0,0
There was no girl.,0,0,0,0,1
Shit.,1,0,0,0,0
Look at me.,0,0,0,0,0
That one is true.,0,0,0,0,0
And you never told me that you were a meta.,0,0,0,1,1
"Well, it's his lab. It has to be.",0,0,0,0,0
I'm disturbing you?,0,1,0,0,0
"Shit, everyone knew him.",1,0,0,0,1
There's nothing to drink but alcohol.,0,0,0,1,0
Thank you.,0,0,1,0,0
Good.,0,0,1,0,0
Fang Zhendong is missing. Find him.,0,1,0,0,0
We have to get the hell out of here.,0,0,0,0,0
"I am trying to make things better, and I am not that guy that you think...",0,0,0,1,0
"What now, John?",0,0,0,0,1
And I did not know how to tell you he wasn't coming back.,0,0,0,1,0
There's only one way to find out.,0,0,0,0,0
The baby is hungry.,0,0,0,1,0
Why are you following me?,0,0,0,0,1
Yeah?,0,0,0,0,1
He's worried. He wants to protect you.,0,0,0,1,0
Not even close.,1,0,0,0,0
"Also, I quit.",1,0,0,1,0
I didn't know you're willing to bear my baby.,0,0,0,1,0
We found ourselves in each other.,0,0,1,0,0
"Do you know even if I die tomorrow,",0,0,0,1,0
You're not asking. I'm offering.,0,0,0,0,0
"Look, there's no such thing as mystical mumbo jumbo or gods.",0,0,0,0,0
Kept me in isolation... tortured me.... withheld food and water.,0,1,0,1,0
We have a tough road ahead.,0,0,0,1,0
We've changed the future before.,0,0,1,0,0
Or why don't you just admit the truth about what's hurting you?,0,0,0,0,1
I don't know what to say.,0,0,0,0,0
You must not put too much stuffing.,0,0,0,0,0
"Ooh, it says here that the owner of the pawn shop personally identified you as the robber.",0,0,0,1,0
"An addendum for The Book of Ralph."" ""22 steps to being open to the love of your life.""""",0,0,0,0,0
Enough about your bro. What about yourself?,0,0,0,0,0
What do you expect me to do?,0,0,0,0,1
That is the best freaking news I've had all day!,0,0,1,0,0
Fang Ming is on his way.,0,0,0,0,0
Why is there a seedling here?,0,0,0,0,1
It's just a matter of time before they make him re-create it.,0,0,0,0,0
Is this a set up?,0,0,0,0,0
Men always make me drink a lot.,0,1,0,0,0
What is going on?,0,0,0,0,0
"This is-- this is a good thing because Marv is Debbie's alibi, so your mom isn't gonna go to jail.",0,0,1,0,0
An animal did this. Good to go?,0,0,1,0,0
Now.,0,0,0,0,0
"Are you drunk, Miss?",0,0,0,0,1
Look at the details...she looks so pretty.,0,0,1,0,0
"Or what my favorite song is, or have my first birthday party. 30 years of existing, and I have never had one.",0,0,0,1,0
I apologize... for my friend.,0,0,0,1,0
Why even you don't want me?,0,0,0,0,1
"Move in with me, my jewelry will be yours.",0,0,0,0,0
I can't believe you and Cait get to work here.,0,0,0,0,1
You betrayed your mentor.,1,0,0,0,0
"Being back here hurts, too.",0,0,0,1,0
Small price to pay in exchange for sending one of the CIA's own operatives back as a double agent.,0,0,0,0,0
You're picking on me. You look down on me?,1,0,0,0,0
He's not trying. He's already done it.,0,0,1,0,0
"So why don't you just drop the act, and show me that warm, compassionate, smart guy that I know you to be.",0,0,1,0,0
"Yes, you are,",0,0,0,0,0
Laurel. She was right.,0,0,0,0,0
In a secure location.,0,0,0,0,0
"Oliver, just stop.",1,0,0,0,0
"During the fire, you walked my land.",0,0,0,0,1
I saw the hunt up close.,0,1,0,0,0
I should be asking you that.,1,0,0,0,0
But you're trying to be better.,0,0,1,0,0
Have you decided on a name?,0,0,0,0,0
Thank you. Um...,0,0,1,0,0
"How are you, nice to meet you.",0,0,1,0,0
Give it to me. I'm going back.,0,0,0,0,0
"It's good to be home, Margie.",0,0,1,0,0
"I can't abuse my power, understand?",0,0,0,0,0
"But he only wants my money, not me.",0,0,0,1,0
What are you?,0,0,0,0,1
That's a good idea.,0,0,1,0,0
She's not around.,0,0,0,0,1
"During your search along the river, you and the man with the metal arm walked my land.",0,0,0,0,1
"I tried to hold on to something, you know?",0,0,0,0,1
Thank you.,0,0,1,0,0
"I'm only loaning her my share. ""Alcohol is bad for you...best of luck to you.""",0,0,1,0,0
"And, Oliver, what if we don't like the answers to those questions?",0,0,0,0,0
We're trying to figure out why he would have left town.,0,0,0,0,0
Forget it.,0,0,0,0,0
"Hey, sweetie, we having a little get-together?",0,0,1,0,1
I know... you don't want Xiaowan to suffer.,0,0,0,1,0
"No, don't play it down, John.",1,0,0,0,0
I now have a new theory.,0,0,1,0,0
"Look, I know you think that you fight better when you're angry, so why don't you try and hit a real target?",0,0,0,0,1
Dr. Ramsey Rosso.,0,0,0,0,0
"Welcome to The Citizen.""""",0,0,1,0,0
You know how to make them?,0,0,0,0,0
"According to Miranda, it's somewhere in this area.",0,0,0,0,0
"Well, he starts with youngest and most physically fit and saves the oldest for last because he presents the lowest threat level.",1,0,0,0,0
Yeah.,0,0,1,0,0
Where are we?,0,0,0,0,1
"Yeah, but why would they be going after Dr. Wong?",0,0,0,0,1
Three objectives means three groups.,0,0,0,0,0
You were mean as a mama wasp out there.,1,0,0,0,0
"Because she remembered every word by heart. ""Don't be Lonely Fang Zhendong""",0,0,0,1,0
Did something happen out there?,0,0,0,0,1
I knew you'd be here.,0,0,0,0,0
So what do we tell them?,0,0,0,0,1
I'm just... I'm so tired.,0,0,0,1,0
Like anything they did to you while you were gone.,0,0,1,0,0
I watched my mother dive off that same cliff... with a smile on her face.,0,0,0,1,0
I left Felicity.,0,0,0,1,0
One more block!,1,0,0,0,0
"It's my party, and I'll rage if I want to!",1,0,0,0,0
"I'm still a cop, right? ""Only a bass guitar is left"" ""listening to my heart."" ""I miss you"" ""in this empty room."" ""My dreams have left me."" ""I'm lost when I wake up."" ""I keep searching"" ""in this gloomy world.""",1,0,0,0,0
Including you three.,0,0,0,0,0
I already had no regrets after you kissed me.,0,0,0,0,1
It's actually very simple.,0,0,1,0,0
Your brother hates you. That makes things unpredictable.,0,1,0,0,0
"I, uh...",0,0,0,0,0
What happens in the Arctic stays in the Arctic.,0,0,0,0,1
Don't go back to your wife.,0,0,0,0,0
I hoped I was wrong.,0,0,0,1,0
That'll cut off our hunting grounds.,0,0,0,0,0
Anger really does cloud judgment.,0,0,0,0,0
Charges pending.,0,0,0,0,0
Can I...,0,0,1,0,1
"And remember, upward strokes are your friend.",0,0,1,0,0
I'm sorry. I must go look for my brother.,0,0,0,0,0
"Add all these to the inventory, boys.",0,0,1,0,0
I need you to hear that.,1,0,0,0,0
You seemed ready to let those people die back there.,0,0,0,0,1
"Doesn't mean I'm wrong, though.",1,0,0,0,0
"Right, let's go.",0,0,0,0,0
"Zhencong, is Dong all right?",0,0,0,0,0
I'm telling you I did.,0,0,0,1,0
"Actually, she's me, Sad Coffee Guy.",0,0,0,1,0
You have to start listening.,1,0,0,0,0
The food is getting cold. - Let me get you a helping. - A toast to Xiaowan's Mom.,0,0,0,0,0
I'm his girlfriend.,0,0,0,0,0
What about Alberto Vasquez?,0,0,0,0,0
Wait. Someone's coming.,0,0,0,0,0
"No, do you understand?",1,0,0,0,0
Are you all right?,0,0,0,0,1
The Monitor?,0,0,0,0,1
They don't deserve to be gone.,0,0,0,1,0
You are a Cicada.,1,0,0,0,0
"Ralphy, don't...",0,0,0,0,0
